USER,LOCATION,CREATED,TWEET,FAVCOUNT,COORDS,FOLLOWERS,sentiment
@tatoval8,MOSQUERA,2020-04-11 01:32:10,@soynormal Yo tengo la esperanza de poder ir para ver a mis hijos.  Que 4 años son demasiado tiempo. https://t.co/3uaH76eiZe,0,,132,0.32704529765050255
@GIRALDOCAMILO23,ITAGUI,2020-04-11 01:32:11,"PASO, NOCHES ENTERAS PENSANDO EN TU AMOR 🎶",0,,185,0.5798787504244943
@Comin0,BOGOTA,2020-04-11 01:32:11,@Marinbarala Jan será max pero talentosa.,0,,12104,0.5504452204898498
@Aleeja_25,BOGOTA,2020-04-11 01:32:17,10 formas de ayudar a las personas mayores y/o enfermedades subyacentes que viven con usted  🌡️ Controle su salud diariamente 😷 Practique las medidas de protección 📲 Si presentan signos de COVID-19 llame al servicio de salud 🥗 Mantenga un estilo de vida saludable   #COVID19 https://t.co/g6cb9hO0Pz,0,,523,0.16481305822030046
@walterojas1,BOGOTA,2020-04-11 01:32:18,"@RaJHeP Pues así estamos en el Caquetá y esperemos en Dios que las pruebas por resultados, sean negativas también. Estamos en cuarentena total, con pico y cédula, el gobernador y los alcaldes están ayudando a las personas necesitadas. No somos tan atrasados como muchos citadinos creen. https://t.co/I3QtBBx8HI",0,,168,0.08820751290476928
@bduranf,COLOMBIA,2020-04-11 01:32:21,"La Federación Médica #Colombiana🇨🇴 denunció que en medio de la pandemia los profesionales de la salud han sido amenazados con despidos 👉https://t.co/WwR3zkuAUr  “No permiten sospecha y búsqueda activa de casos, solo los que ellos consideren y autoricen” afirmaron https://t.co/QC6J1BcTcq",0,,20,0.0005130719373652679
@MilciadesVarg12,BOGOTA,2020-04-11 01:32:23,@Educacionbogota @Mineducacion  que ha pasado con el refrigerio escolar?,0,,1,0.5816971468371908
@MariaDGC2,COLOMBIA,2020-04-11 01:32:23,Dicen que van más de 2 millones de muertos en China,0,,30,0.2289407018564702
@Capetok_,BOGOTA,2020-04-11 01:32:23,Haz como ellos y quedate en casa https://t.co/YS8R6Q7LOE,0,,98,0.06722736337260637
@nikolai68843464,BOGOTA,2020-04-11 01:32:26,¡A rezar! Con padres nuestros y ave marías más de uno pagó comparendo por violar la cuarentena https://t.co/WW951y3bBx,0,,0,0.05277446585339334
@JuanseCardozo,BOGOTA,2020-04-11 01:32:27,"Imaginen esta cuarentena sin música, a punta de audio libros de Jorge Duque Linares.",0,,90,0.3344790242614181
@ElNegro49969484,COLOMBIA,2020-04-11 01:32:29,Hoy #viernesdelabios un regalito especial para todos mis bellos seguidores de todas mis redes Si deseas PACK VIP escribeme o ingresa a mis paginas PRIVADAS para que te diviertas como nunca Whatsapp (+57) 3156805715 Twitter: analuciahot1x - Instagram: analuciahotx1 #QuedateEnCasa https://t.co/BPB4aL6tqi,0,,16,0.14389859691551316
@niltonramos151,CARTAGENA,2020-04-11 01:32:31,"@Orlando7Morales Si yo supiera te dijera, pero no sé Ernesto, no sé.",0,,93,0.015254606031433244
@victori18828980,MEDELLIN,2020-04-11 01:32:40,Leyenda del Liverpool fue internado al hospital por coronavirus https://t.co/pDxg4OpgXF vía @elespectador,0,,2497,0.19439627665348938
@QuevedoEste99,BOGOTA,2020-04-11 01:32:41,Con y sin ropa bbsito,0,,834,0.26399180019915797
@jakshang,CIUDA,2020-04-11 01:32:43,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,694,0.03782017230414664
@Angiie2Castillo,BOGOTA,2020-04-11 01:32:44,eu cuando termine la cuarentena nos vemos así me llenas de abrazos?  enviar,0,,201,0.2943496961707975
@jelijambooz,BARRANQUILLA,2020-04-11 01:32:45,"Fallece otra leyenda de la salsa, el Maestro Andy González... fundador del Conjunto Libre junto a Manny Oquendo  La música latina está de duelo con la partida de este gran bajista.  Paz a su alma. #AndyGonzalez https://t.co/bIxt4LhKyS",0,,964,0.6395456718224382
@EventosBelu,CALI,2020-04-11 01:32:45,Así fue el proceso del rompecabezas the game of thrones 💪🏼👏🏻👏🏻👏🏻🙋🏻‍♀️🙋🏻‍♂️ https://t.co/dOzJ97Cg1Z,0,,37020,0.29283488885910625
@camilojwc,MEDELLIN,2020-04-11 01:32:46,***🔴ORACIÓN EN VIVO*** 3 días de Oración | Viernes https://t.co/YvYWNff9RY vía @YouTube@jwcmedellin  #jwcmedellin #OraciónEnVivo #ipray #GlobalPrayer #OraciónGlobal #LevantémonosEnOración #UnidosEnOración #ClamorGlobal #Coronavirus #Covid19 #QuédateEnCasa  #YoMeQuedoEnCasa,0,,2091,0.7553493201471537
@non_straight,RIONEGRO,2020-04-11 01:32:46,@The_Timor @Sneider_i Vodka de lulo? No te gusta?,0,,3996,0.18324868208099948
@RAMOSFYAYIS,VILLAVICENCIO,2020-04-11 01:32:49,Celestial 🌠,0,,782,0.8024774992176669
@danielmorron_,BARRANQUILLA,2020-04-11 01:32:50,"@salconella Y yo con unas ganas de una costeñita bien caliente pero aja, la cuarentena no ayuda",0,,25,0.45652115726095227
@JaimeBacares,BOGOTA,2020-04-11 01:32:51,"Cerca a Wall Street se construye una fosa común. El desastre más grande del mundo frente al Covid19, sucede hoy en Nueva York.   Es el desastre del capitalismo depredador, el desastre de la destrucción de salud pública, del derecho de la gente por la codicia y los mercados.",0,,2722,0.0862970890687239
@MichaelRicoRpo,ANDES,2020-04-11 01:32:53,"Ante la crisis actual, las tesis de @petrogustavo son más importantes que nunca. Confiemos en el éxito de su intervención médica. #FuerzaPetro",0,,14,0.04803104378364648
@HugoAle60102611,COLOMBIA,2020-04-11 01:32:55,Le quitaron los 4 pescados a don Asael un campesino que hechó una semana pescandolos para mitigar el Hambre en esta cuarentena  @PoliciaColombia  le roba su propia alimento a un señor de la tercera edad que estamos haciendo @DirectorPolicia ? https://t.co/nPefadP2cD,0,,21,0.026960346286745124
@ElNegro49969484,COLOMBIA,2020-04-11 01:32:56,@nalgona103 Rica mamacita,0,,16,0.2232725259616178
@nathaliesequeda,CARTAGENA,2020-04-11 01:32:58,No me gusta el menú de semana santa 🤮,0,,633,0.5235162247244396
@juliocaicedoc,COLOMBIA,2020-04-11 01:32:58,"En lugar de hacer un llamado a la reflexión personal y a la solidaridad en medio de la pandemia, el obispo Ricardo Tobón, godo de los de antes, se dedica a rajar de cualquier corriente política o forma de pensar distinta a la de la Iglesia.  Lo peor, por la TV pública.",0,,843,0.06089753759969358
@_VisaG_JDaBeat_,BOGOTA,2020-04-11 01:32:59,"Señor Robin Hood al revés. En tanto no exista una vacuna, el aislamiento TOTAL SIGUE. Colombia NO tiene garantías para salvaguardar la vida ante la pandemia. Su interés no es el «desarrollo social» es minimizar las pérdidas de los grandes capitalistas. ¡Mentiroso!",0,,0,0.002237983916072946
@lautamayo_,MONTERIA,2020-04-11 01:33:00,Quiero un caballo 🙂,0,,212,0.3356616582736641
@ajuncafe,BOGOTA,2020-04-11 01:33:00,"Y en otras noticias, el pastor ungido @PMiguelArrazola  informa, que apenas pase del todo la pandemia, volverá a sanar enfermos y a hacer milagros.   ¡Atentos todos!",0,,119,0.04436694760249075
